work_idx	cmd	local pid	queued	run_idx	status	worker	local start time	local end time	local elapsed time	remote start time	remote end time	remote elapsed time	user time	system time	max rss	shared	unshared	stack	minor faults	major faults	pid	io
#	
141	mProjectPP  -X -x 1.01326 ../../data/data2/2mass-atlas-981204n-j0420068.fits p2mass-atlas-981204n-j0420068.fits ../../data/data2/region.hdr 	19907	3.195	141	exit 0	huscs004-kabe-2011-06-05-21-41-34-14381	3.195417	7.576903	4.381486	3.409216	7.305417	3.89620089531	1.816114	0.028002	0	0	0	0	4802	0	19921	[struct stat="OK", time=4]
#	
143	mProjectPP  -X -x 1.01335 ../../data/data2/2mass-atlas-981204n-j0420091.fits p2mass-atlas-981204n-j0420091.fits ../../data/data2/region.hdr 	19898	3.203	143	exit 0	huscs015-kabe-2011-06-05-21-41-29-23172	3.203516	6.944795	3.741279	3.406321	6.868235	3.4619140625	1.084068	0.036003	0	0	0	0	4802	0	19923	[struct stat="OK", time=4]
#	
144	mProjectPP  -X -x 1.13386 ../../data/data2/2mass-atlas-991212n-j0420021.fits p2mass-atlas-991212n-j0420021.fits ../../data/data2/region.hdr 	19909	3.210	144	exit 0	huscs018-kabe-2011-06-05-21-41-34-2912	3.210271	8.196250	4.985979	3.465678	8.130084	4.66440606117	1.676105	0.036002	0	0	0	0	4883	0	19924	[struct stat="OK", time=5]
#	
145	mProjectPP  -X -x 1.06365 ../../data/data2/2mass-atlas-981105n-j2480009.fits p2mass-atlas-981105n-j2480009.fits ../../data/data2/region.hdr 	19912	3.213	145	exit 0	huscs000-kabe-2011-06-05-21-41-29-9257	3.213827	9.843390	6.629563	3.405681	9.830877	6.42519593239	1.164072	0.124008	0	0	0	0	4878	0	19925	[struct stat="OK", time=7]
#	
146	mProjectPP  -X -x 1.14246 ../../data/data2/2mass-atlas-981123n-j0740033.fits p2mass-atlas-981123n-j0740033.fits ../../data/data2/region.hdr 	19911	3.218	146	exit 0	huscs004-kabe-2011-06-05-21-41-29-14369	3.218612	7.724268	4.505656	3.325710	7.695193	4.36948299408	1.832114	0.112007	0	0	0	0	4866	0	19927	[struct stat="OK", time=4]
#	
147	mProjectPP  -X -x 1.13386 ../../data/data2/2mass-atlas-991212n-j0420009.fits p2mass-atlas-991212n-j0420009.fits ../../data/data2/region.hdr 	19928	3.258	147	exit 0	huscs001-kabe-2011-06-05-21-41-34-31908	3.347101	8.196085	4.848984	3.563619	8.081358	4.51773905754	1.056066	0.036002	0	0	0	0	4889	0	19936	[struct stat="OK", time=5]
#	
148	mProjectPP  -X -x 1.13397 ../../data/data2/2mass-atlas-991212n-j0420033.fits p2mass-atlas-991212n-j0420033.fits ../../data/data2/region.hdr 	19926	3.285	148	exit 0	huscs001-kabe-2011-06-05-21-41-34-31905	3.347101	8.195476	4.848375	3.568140	7.988580	4.42043995857	1.060066	0.024002	0	0	0	0	4866	0	19937	[struct stat="OK", time=5]
#	
149	mProjectPP  -X -x 1.14235 ../../data/data2/2mass-atlas-981123n-j0740080.fits p2mass-atlas-981123n-j0740080.fits ../../data/data2/region.hdr 	19929	3.285	149	exit 0	huscs015-kabe-2011-06-05-21-41-34-23187	3.347101	7.577120	4.230019	3.557486	7.356672	3.79918599129	1.232077	0.108007	0	0	0	0	4888	0	19938	[struct stat="OK", time=4]
#	
150	mProjectPP  -X -x 1.14425 ../../data/data2/2mass-atlas-981123n-j0730209.fits p2mass-atlas-981123n-j0730209.fits ../../data/data2/region.hdr 	19930	3.349	150	exit 0	huscs017-kabe-2011-06-05-21-41-34-6599	3.381517	7.700486	4.318969	3.596392	7.688386	4.09199404716	1.092069	0.028002	0	0	0	0	4875	0	19940	[struct stat="OK", time=4]
#	
151	mProjectPP  -X -x 1.02348 ../../data/data2/2mass-atlas-981204n-j0490185.fits p2mass-atlas-981204n-j0490185.fits ../../data/data2/region.hdr 	19931	3.349	151	exit 0	huscs006-kabe-2011-06-05-21-41-34-8251	3.381517	7.604838	4.223321	3.573298	7.574322	4.0010240078	1.196074	0.120008	0	0	0	0	4855	0	19941	[struct stat="OK", time=4]
#	
152	mProjectPP  -X -x 1.13397 ../../data/data2/2mass-atlas-991212n-j0420056.fits p2mass-atlas-991212n-j0420056.fits ../../data/data2/region.hdr 	19932	3.349	152	exit 0	huscs018-kabe-2011-06-05-21-41-34-2911	3.381517	8.198281	4.816764	3.615152	8.166239	4.55108690262	1.588100	0.116007	0	0	0	0	4885	0	19942	[struct stat="OK", time=5]
#	
153	mProjectPP  -X -x 1.14246 ../../data/data2/2mass-atlas-981123n-j0740056.fits p2mass-atlas-981123n-j0740056.fits ../../data/data2/region.hdr 	19933	3.349	153	exit 0	huscs003-kabe-2011-06-05-21-41-39-14504	3.381517	7.723813	4.342296	3.663832	7.694110	4.03027796745	1.072067	0.044003	0	0	0	0	4875	0	19943	[struct stat="OK", time=4]
#	
154	mProjectPP  -X -x 1.14435 ../../data/data2/2mass-atlas-981123n-j0730197.fits p2mass-atlas-981123n-j0730197.fits ../../data/data2/region.hdr 	19934	3.415	154	exit 0	huscs016-kabe-2011-06-05-21-41-34-23262	3.517809	7.599182	4.081373	3.669003	7.568845	3.89984202385	1.404088	0.072005	0	0	0	0	4871	0	19948	[struct stat="OK", time=4]
#	
155	mProjectPP  -X -x 1.13407 ../../data/data2/2mass-atlas-991212n-j0420080.fits p2mass-atlas-991212n-j0420080.fits ../../data/data2/region.hdr 	19939	3.415	155	exit 0	huscs017-kabe-2011-06-05-21-41-29-6574	3.517809	8.195892	4.678083	3.666557	8.035803	4.36924600601	1.084068	0.036003	0	0	0	0	4879	0	19949	[struct stat="OK", time=5]
#	
156	mProjectPP  -X -x 1.14235 ../../data/data2/2mass-atlas-981123n-j0740068.fits p2mass-atlas-981123n-j0740068.fits ../../data/data2/region.hdr 	19945	3.519	156	exit 0	huscs012-kabe-2011-06-05-21-41-34-18628	3.561946	7.614784	4.052838	3.695561	7.576010	3.88044881821	1.172073	0.092006	0	0	0	0	4943	0	19952	[struct stat="OK", time=4]
#	
157	mProjectPP  -X -x 1.13407 ../../data/data2/2mass-atlas-991212n-j0420068.fits p2mass-atlas-991212n-j0420068.fits ../../data/data2/region.hdr 	19946	3.519	157	exit 0	huscs007-kabe-2011-06-05-21-41-34-29942	3.561946	7.614961	4.053015	3.704720	7.577898	3.87317800522	1.064067	0.032002	0	0	0	0	4873	0	19953	[struct stat="OK", time=4]
#	
158	mProjectPP  -X -x 1.13397 ../../data/data2/2mass-atlas-991212n-j0420044.fits p2mass-atlas-991212n-j0420044.fits ../../data/data2/region.hdr 	19947	3.592	158	exit 0	huscs017-kabe-2011-06-05-21-41-34-6600	3.599366	8.968728	5.369362	3.773527	8.932987	5.15945982933	1.084068	0.044003	0	0	0	0	4942	0	19955	[struct stat="OK", time=5]
#	
159	mProjectPP  -X -x 1.14246 ../../data/data2/2mass-atlas-981123n-j0740044.fits p2mass-atlas-981123n-j0740044.fits ../../data/data2/region.hdr 	19950	3.592	159	exit 0	huscs010-kabe-2011-06-05-21-41-34-25191	3.599366	8.196578	4.597212	3.805233	8.129611	4.32437801361	1.072067	0.060004	0	0	0	0	4937	0	19956	[struct stat="OK", time=4]
#	
160	mProjectPP  -X -x 1.14446 ../../data/data2/2mass-atlas-981123n-j0730173.fits p2mass-atlas-981123n-j0730173.fits ../../data/data2/region.hdr 	19951	3.601	160	exit 0	huscs001-kabe-2011-04-11-00-17-13-11925	3.628186	8.743961	5.115775	3.771156	8.534677	4.76352095604	1.092069	0.048003	0	0	0	0	4889	0	19958	[struct stat="OK", time=4]
#	
161	mProjectPP  -X -x 1.02358 ../../data/data2/2mass-atlas-981204n-j0490173.fits p2mass-atlas-981204n-j0490173.fits ../../data/data2/region.hdr 	19954	3.629	161	exit 0	huscs018-kabe-2011-06-05-21-41-39-2930	3.629524	8.195716	4.566192	3.790800	7.989484	4.19868397713	1.064067	0.056004	0	0	0	0	4859	0	19959	[struct stat="OK", time=4]
#	
162	mProjectPP  -X -x 1.14225 ../../data/data2/2mass-atlas-981123n-j0740091.fits p2mass-atlas-981123n-j0740091.fits ../../data/data2/region.hdr 	19957	3.658	162	exit 0	huscs012-kabe-2011-06-05-21-41-29-18596	3.658306	7.683086	4.024780	3.829491	7.674418	3.84492707253	1.072067	0.052003	0	0	0	0	4873	0	19962	[struct stat="OK", time=3]
#	
163	mProjectPP  -X -x 1.14446 ../../data/data2/2mass-atlas-981123n-j0730185.fits p2mass-atlas-981123n-j0730185.fits ../../data/data2/region.hdr 	19960	3.660	163	exit 0	huscs007-kabe-2011-06-05-21-41-29-29922	3.660084	8.194721	4.534637	3.841738	7.811482	3.96974420547	1.068067	0.032002	0	0	0	0	4872	0	19963	[struct stat="OK", time=4]
#	
164	mProjectPP  -X -x 1.13417 ../../data/data2/2mass-atlas-991212n-j0420091.fits p2mass-atlas-991212n-j0420091.fits ../../data/data2/region.hdr 	19961	3.695	164	exit 0	huscs013-kabe-2011-06-05-21-41-29-4407	3.734440	7.711805	3.977365	3.854777	7.699103	3.84432601929	1.484093	0.036002	0	0	0	0	4882	0	19966	[struct stat="OK", time=3]
#	
165	mProjectPP  -X -x 1.06062 ../../data/data2/2mass-atlas-981105n-j2490244.fits p2mass-atlas-981105n-j2490244.fits ../../data/data2/region.hdr 	19964	3.736	165	exit 0	huscs014-kabe-2011-06-05-21-41-34-26059	3.736471	7.604143	3.867672	3.866704	7.574662	3.70795822144	1.036065	0.052003	0	0	0	0	4903	0	19968	[struct stat="OK", time=3]
#	
166	mProjectPP  -X -x 1.06062 ../../data/data2/2mass-atlas-981105n-j2490256.fits p2mass-atlas-981105n-j2490256.fits ../../data/data2/region.hdr 	19965	3.792	166	exit 0	huscs006-kabe-2011-06-05-21-41-29-8235	3.830202	7.724613	3.894411	3.950479	7.702838	3.75235915184	1.084068	0.052004	0	0	0	0	4882	0	19971	[struct stat="OK", time=3]
#	
167	mProjectPP  -X -x 1.06062 ../../data/data2/2mass-atlas-981105n-j2490232.fits p2mass-atlas-981105n-j2490232.fits ../../data/data2/region.hdr 	19967	3.792	167	exit 0	huscs018-kabe-2011-06-05-21-41-29-2890	3.830202	8.744163	4.913961	3.954887	8.610695	4.65580797195	1.096069	0.040003	0	0	0	0	4898	0	19972	[struct stat="OK", time=4]
#	
168	mProjectPP  -X -x 1.01242 ../../data/data2/2mass-atlas-981204n-j0320056.fits p2mass-atlas-981204n-j0320056.fits ../../data/data2/region.hdr 	19969	3.897	168	exit 0	huscs013-kabe-2011-06-05-21-41-34-4456	3.914377	9.410736	5.496359	4.348555	9.390659	5.04210400581	1.396087	0.076005	0	0	0	0	4889	0	19975	[struct stat="OK", time=5]
#	
169	mProjectPP  -X -x 1.01205 ../../data/data2/2mass-atlas-981204n-j0330220.fits p2mass-atlas-981204n-j0330220.fits ../../data/data2/region.hdr 	19970	3.898	169	exit 0	huscs012-kabe-2011-06-05-21-41-29-18599	3.914377	9.162230	5.247853	4.479127	9.099758	4.62063097954	1.076068	0.044002	0	0	0	0	4884	0	19976	[struct stat="OK", time=5]
#	
170	mProjectPP  -X -x 1.01242 ../../data/data2/2mass-atlas-981204n-j0320044.fits p2mass-atlas-981204n-j0320044.fits ../../data/data2/region.hdr 	19973	3.916	170	exit 0	huscs014-kabe-2011-04-11-00-17-13-8417	3.916041	8.773400	4.857359	4.660482	8.745567	4.08508491516	1.120070	0.060004	0	0	0	0	4906	0	19978	[struct stat="OK", time=5]
#	
171	mProjectPP  -X -x 0.95034 ../../data/data2/2mass-atlas-971021n-j0390244.fits p2mass-atlas-971021n-j0390244.fits ../../data/data2/region.hdr 	19974	3.934	171	exit 0	huscs004-kabe-2011-04-11-00-17-13-7630	3.934682	9.111901	5.177219	4.636489	9.097478	4.46098899841	1.060066	0.048003	0	0	0	0	4830	0	19980	[struct stat="OK", time=5]
#	
172	mProjectPP  -X -x 1.07855 ../../data/data2/2mass-atlas-001016n-j0910232.fits p2mass-atlas-001016n-j0910232.fits ../../data/data2/region.hdr 	19977	3.941	172	exit 0	huscs011-kabe-2011-06-05-21-41-34-18508	3.941478	9.463747	5.522269	4.468199	9.449356	4.98115706444	1.380086	0.060004	0	0	0	0	4826	0	19982	[struct stat="OK", time=5]
#	
173	mProjectPP  -X -x 1.14636 ../../data/data2/2mass-atlas-981123n-j0710244.fits p2mass-atlas-981123n-j0710244.fits ../../data/data2/region.hdr 	19979	4.112	173	exit 0	huscs002-kabe-2011-06-05-21-41-34-26464	4.112088	9.516655	5.404567	4.666727	9.461556	4.79482913017	1.292081	0.092006	0	0	0	0	4847	0	19988	[struct stat="OK", time=5]
#	
174	mProjectPP  -X -x 1.07845 ../../data/data2/2mass-atlas-001016n-j0910244.fits p2mass-atlas-001016n-j0910244.fits ../../data/data2/region.hdr 	19984	4.226	174	exit 0	huscs007-kabe-2011-06-05-21-41-34-29936	4.226460	9.104812	4.878352	4.714902	9.078039	4.36313700676	1.080068	0.032002	0	0	0	0	4843	0	19997	[struct stat="OK", time=5]
#	
175	mProjectPP  -X -x 1.07518 ../../data/data2/2mass-atlas-001016n-j0980044.fits p2mass-atlas-001016n-j0980044.fits ../../data/data2/region.hdr 	19983	4.229	175	exit 0	huscs011-kabe-2011-06-05-21-41-29-18479	4.228946	9.356865	5.127919	4.649360	9.348916	4.69955587387	1.328083	0.040003	0	0	0	0	4830	0	19998	[struct stat="OK", time=5]
#	
176	mProjectPP  -X -x 1.14625 ../../data/data2/2mass-atlas-981123n-j0710256.fits p2mass-atlas-981123n-j0710256.fits ../../data/data2/region.hdr 	19987	4.232	176	exit 0	huscs017-kabe-2011-06-05-21-41-29-6570	4.232819	9.784103	5.551284	4.472532	9.748756	5.27622413635	1.492093	0.040002	0	0	0	0	4849	0	19999	[struct stat="OK", time=6]
#	
177	mProjectPP  -X -x 1.07835 ../../data/data2/2mass-atlas-001016n-j0910256.fits p2mass-atlas-001016n-j0910256.fits ../../data/data2/region.hdr 	19986	4.233	177	exit 0	huscs010-kabe-2011-06-05-21-41-29-25162	4.232819	9.800252	5.567433	4.688699	9.789485	5.10078597069	1.560098	0.040003	0	0	0	0	4836	0	20000	[struct stat="OK", time=6]
#	
178	mProjectPP  -X -x 1.01149 ../../data/data2/2mass-atlas-981204n-j0340009.fits p2mass-atlas-981204n-j0340009.fits ../../data/data2/region.hdr 	19995	4.234	178	exit 0	huscs003-kabe-2011-04-11-00-17-13-11061	4.234627	9.648285	5.413658	4.472522	9.633997	5.16147518158	1.272079	0.072005	0	0	0	0	4891	0	20001	[struct stat="OK", time=5]
#	
179	mProjectPP  -X -x 1.01130 ../../data/data2/2mass-atlas-981204n-j0350244.fits p2mass-atlas-981204n-j0350244.fits ../../data/data2/region.hdr 	19992	4.242	179	exit 0	huscs005-kabe-2011-06-05-21-41-34-29588	4.242407	8.810318	4.567911	4.599456	8.799404	4.19994807243	1.148072	0.048003	0	0	0	0	4856	0	20002	[struct stat="OK", time=5]
#	
180	mProjectPP  -X -x 1.01130 ../../data/data2/2mass-atlas-981204n-j0350232.fits p2mass-atlas-981204n-j0350232.fits ../../data/data2/region.hdr 	19989	4.242	180	exit 0	huscs003-kabe-2011-06-05-21-41-29-14476	4.242407	9.636458	5.394051	4.788632	9.626026	4.8373939991	1.084068	0.048003	0	0	0	0	4867	0	20003	[struct stat="OK", time=4]
#	
181	mProjectPP  -X -x 1.14636 ../../data/data2/2mass-atlas-981123n-j0710232.fits p2mass-atlas-981123n-j0710232.fits ../../data/data2/region.hdr 	19990	4.249	181	exit 0	huscs008-kabe-2011-06-05-21-41-39-30585	4.249533	9.516851	5.267318	4.614189	9.465045	4.85085582733	1.120070	0.068004	0	0	0	0	4856	0	20004	[struct stat="OK", time=5]
#	
182	mProjectPP  -X -x 1.06356 ../../data/data2/2mass-atlas-981105n-j2070256.fits p2mass-atlas-981105n-j2070256.fits ../../data/data2/region.hdr 	19996	4.263	182	exit 0	huscs001-kabe-2011-06-05-21-41-29-31884	4.262975	9.220584	4.957609	4.488943	9.182472	4.69352889061	1.188074	0.080005	0	0	0	0	4880	0	20006	[struct stat="OK", time=5]
#	
183	mProjectPP  -X -x 1.01177 ../../data/data2/2mass-atlas-981204n-j0330266.fits p2mass-atlas-981204n-j0330266.fits ../../data/data2/region.hdr 	19994	4.264	183	exit 0	huscs005-kabe-2011-06-05-21-41-29-29564	4.264374	7.629967	3.365593	4.728798	7.620160	2.89136195183	0.852054	0.048003	0	0	0	0	4445	0	20007	[struct stat="OK", time=2]
#	
184	mProjectPP  -X -x 1.07528 ../../data/data2/2mass-atlas-001016n-j0980021.fits p2mass-atlas-001016n-j0980021.fits ../../data/data2/region.hdr 	19985	4.264	184	exit 0	huscs016-kabe-2011-04-11-00-17-13-15312	4.264374	8.198652	3.934278	4.467046	8.182448	3.71540212631	1.316082	0.052003	0	0	0	0	4836	0	20008	[struct stat="OK", time=4]
#	
185	mProjectPP  -X -x 1.07518 ../../data/data2/2mass-atlas-001016n-j0980033.fits p2mass-atlas-001016n-j0980033.fits ../../data/data2/region.hdr 	19991	4.323	185	exit 0	huscs010-kabe-2011-06-05-21-41-34-25180	4.328707	9.741885	5.413178	4.619068	9.726114	5.1070458889	1.108069	0.076004	0	0	0	0	4833	0	20010	[struct stat="OK", time=5]
#	
186	mProjectPP  -X -x 1.06365 ../../data/data2/2mass-atlas-981105n-j2070266.fits p2mass-atlas-981105n-j2070266.fits ../../data/data2/region.hdr 	19993	4.323	186	exit 0	huscs017-kabe-2011-04-11-00-17-13-15254	4.328707	9.463542	5.134835	4.509820	9.420160	4.91034007072	1.212075	0.068004	0	0	0	0	4465	0	20011	[struct stat="OK", time=5]
#	
187	mProjectPP  -X -x 0.95060 ../../data/data2/2mass-atlas-971021n-j0380033.fits p2mass-atlas-971021n-j0380033.fits ../../data/data2/region.hdr 	19981	4.323	187	exit 0	huscs009-kabe-2011-06-05-21-41-29-3662	4.328707	9.221027	4.892320	4.749393	9.202731	4.45333814621	1.092068	0.056004	0	0	0	0	4833	0	20012	[struct stat="OK", time=4]
#	
188	mProjectPP  -X -x 1.01111 ../../data/data2/2mass-atlas-981204n-j0350266.fits p2mass-atlas-981204n-j0350266.fits ../../data/data2/region.hdr 	20005	4.323	188	exit 0	huscs019-kabe-2011-06-05-21-41-29-11149	4.328707	9.220375	4.891668	4.656987	9.176789	4.51980185509	0.884055	0.060004	0	0	0	0	4428	0	20013	[struct stat="OK", time=5]
#	
189	mProjectPP  -X -x 1.06493 ../../data/data2/2mass-atlas-981105n-j2150266.fits p2mass-atlas-981105n-j2150266.fits ../../data/data2/region.hdr 	20009	4.375	189	exit 0	huscs011-kabe-2011-04-11-00-17-13-331	4.374779	7.728619	3.353840	4.792388	7.719002	2.92661380768	0.864054	0.008000	0	0	0	0	4456	0	20015	[struct stat="OK", time=2]
#	
190	mProjectPP  -X -x 1.01214 ../../data/data2/2mass-atlas-981204n-j0320009.fits p2mass-atlas-981204n-j0320009.fits ../../data/data2/region.hdr 	20014	4.434	190	exit 0	huscs010-kabe-2011-06-05-21-41-34-25186	4.562815	9.877672	5.314857	4.820628	9.864708	5.044080019	1.272080	0.056004	0	0	0	0	4895	0	20021	[struct stat="OK", time=5]
#	
209	mProjectPP  -X -x 1.06965 ../../data/data2/2mass-atlas-981105n-j2440009.fits p2mass-atlas-981105n-j2440009.fits ../../data/data2/region.hdr 	20039	6.941	209	exit 0	huscs001-kabe-2011-06-05-21-41-34-31898	6.952592	9.941278	2.988686	8.285286	9.871436	1.58614993095	1.128070	0.032002	0	0	0	0	4838	0	20092	[struct stat="OK", time=2]
#	
213	mProjectPP  -X -x 1.06758 ../../data/data2/2mass-atlas-981105n-j2450266.fits p2mass-atlas-981105n-j2450266.fits ../../data/data2/region.hdr 	20077	7.615	213	exit 0	huscs012-kabe-2011-06-05-21-41-34-18623	7.627043	9.941723	2.314680	7.830526	9.915027	2.08450102806	0.876055	0.072004	0	0	0	0	4441	0	20099	[struct stat="OK", time=2]
#	
123	mProjectPP  -X -x 0.95861 ../../data/data2/2mass-atlas-971024n-j0090209.fits p2mass-atlas-971024n-j0090209.fits ../../data/data2/region.hdr 	19854	2.594	123	exit 0	huscs000-kabe-2011-06-05-21-41-34-9285	2.595006	13.729214	11.134208	2.951141	12.336246	9.38510489464	1.172073	0.052004	0	0	0	0	4779	0	19882	[struct stat="OK", time=9]
#	
142	mProjectPP  -X -x 1.14562 ../../data/data2/2mass-atlas-981123n-j0720091.fits p2mass-atlas-981123n-j0720091.fits ../../data/data2/region.hdr 	19903	3.203	142	exit 0	huscs000-kabe-2011-06-05-21-41-29-9256	3.203516	13.730284	10.526768	3.343763	12.377639	9.03387594223	1.184074	0.056004	0	0	0	0	4764	0	19922	[struct stat="OK", time=9]
#	
191	mProjectPP  -X -x 1.01195 ../../data/data2/2mass-atlas-981204n-j0330232.fits p2mass-atlas-981204n-j0330232.fits ../../data/data2/region.hdr 	20017	4.564	191	exit 0	huscs011-kabe-2011-06-05-21-41-29-18478	4.742541	13.728836	8.986295	7.755674	11.983405	4.22773098946	1.128071	0.060004	0	0	0	0	4889	0	20025	[struct stat="OK", time=4]
#	
192	mProjectPP  -X -x 1.01232 ../../data/data2/2mass-atlas-981204n-j0320033.fits p2mass-atlas-981204n-j0320033.fits ../../data/data2/region.hdr 	20019	4.564	192	exit 0	huscs017-kabe-2011-06-05-21-41-29-6573	4.742541	13.731494	8.988953	8.357680	12.833248	4.47556805611	1.132071	0.056003	0	0	0	0	4882	0	20026	[struct stat="OK", time=5]
#	
193	mProjectPP  -X -x 1.06404 ../../data/data2/2mass-atlas-981105n-j2080009.fits p2mass-atlas-981105n-j2080009.fits ../../data/data2/region.hdr 	20016	4.564	193	exit 0	huscs013-kabe-2011-04-11-00-17-13-2834	4.742541	13.733037	8.990496	8.133261	13.170232	5.03697085381	1.796112	0.048003	0	0	0	0	4895	0	20027	[struct stat="OK", time=5]
#	
194	mProjectPP  -X -x 1.01167 ../../data/data2/2mass-atlas-981204n-j0340033.fits p2mass-atlas-981204n-j0340033.fits ../../data/data2/region.hdr 	20018	4.564	194	exit 0	huscs004-kabe-2011-06-05-21-41-29-14368	4.742541	13.923547	9.181006	7.773534	13.915582	6.1420481205	1.800113	0.020001	0	0	0	0	4863	0	20028	[struct stat="OK", time=6]
#	
195	mProjectPP  -X -x 1.01186 ../../data/data2/2mass-atlas-981204n-j0330256.fits p2mass-atlas-981204n-j0330256.fits ../../data/data2/region.hdr 	20020	4.745	195	exit 0	huscs009-kabe-2011-06-05-21-41-34-3680	4.864220	13.770835	8.906615	7.784081	13.724844	5.94076299667	1.708107	0.048003	0	0	0	0	4875	0	20031	[struct stat="OK", time=5]
#	
196	mProjectPP  -X -x 1.01121 ../../data/data2/2mass-atlas-981204n-j0350256.fits p2mass-atlas-981204n-j0350256.fits ../../data/data2/region.hdr 	20022	4.745	196	exit 0	huscs019-kabe-2011-06-05-21-41-29-11154	4.864220	13.731995	8.867775	8.202467	13.132373	4.92990589142	1.104069	0.112007	0	0	0	0	4859	0	20032	[struct stat="OK", time=5]
#	
197	mProjectPP  -X -x 1.01158 ../../data/data2/2mass-atlas-981204n-j0340021.fits p2mass-atlas-981204n-j0340021.fits ../../data/data2/region.hdr 	20023	4.745	197	exit 0	huscs006-kabe-2011-06-05-21-41-29-8241	4.864220	13.729029	8.864809	7.734722	12.314323	4.57960104942	1.140072	0.060004	0	0	0	0	4881	0	20033	[struct stat="OK", time=4]
#	
198	mProjectPP  -X -x 1.01195 ../../data/data2/2mass-atlas-981204n-j0330244.fits p2mass-atlas-981204n-j0330244.fits ../../data/data2/region.hdr 	20024	4.745	198	exit 0	huscs018-kabe-2011-06-05-21-41-29-2891	4.864220	13.728613	8.864393	7.765295	11.547545	3.78225016594	1.084067	0.056004	0	0	0	0	4879	0	20034	[struct stat="OK", time=3]
#	
199	mProjectPP  -X -x 1.02047 ../../data/data2/2mass-atlas-981204n-j0470266.fits p2mass-atlas-981204n-j0470266.fits ../../data/data2/region.hdr 	20046	6.940	199	exit 0	huscs013-kabe-2011-06-05-21-41-29-4408	6.952592	13.735988	6.783396	7.767175	13.603615	5.83643984795	1.560097	0.068004	0	0	0	0	4409	0	20081	[struct stat="OK", time=5]
#	
200	mProjectPP  -X -x 1.01223 ../../data/data2/2mass-atlas-981204n-j0320021.fits p2mass-atlas-981204n-j0320021.fits ../../data/data2/region.hdr 	20030	6.940	200	exit 0	huscs007-kabe-2011-06-05-21-41-29-29921	6.952592	13.732719	6.780127	8.248394	13.151208	4.90281414986	1.084068	0.064004	0	0	0	0	4898	0	20083	[struct stat="OK", time=5]
#	
201	mProjectPP  -X -x 1.06699 ../../data/data2/2mass-atlas-981105n-j2460021.fits p2mass-atlas-981105n-j2460021.fits ../../data/data2/region.hdr 	20035	6.940	201	exit 0	huscs009-kabe-2011-06-05-21-41-29-3666	6.952592	13.735806	6.783214	8.546419	13.596634	5.05021500587	1.072067	0.028002	0	0	0	0	4867	0	20084	[struct stat="OK", time=5]
#	
202	mProjectPP  -X -x 1.07004 ../../data/data2/2mass-atlas-981105n-j2430256.fits p2mass-atlas-981105n-j2430256.fits ../../data/data2/region.hdr 	20047	6.940	202	exit 0	huscs014-kabe-2011-06-05-21-41-34-26056	6.952592	13.771307	6.818715	8.436739	13.754386	5.31764698029	1.764110	0.052003	0	0	0	0	4830	0	20085	[struct stat="OK", time=6]
#	
203	mProjectPP  -X -x 1.07191 ../../data/data2/2mass-atlas-981105n-j2360021.fits p2mass-atlas-981105n-j2360021.fits ../../data/data2/region.hdr 	20041	6.940	203	exit 0	huscs005-kabe-2011-04-11-00-17-13-1062	6.952592	13.734827	6.782235	7.744870	13.430211	5.68534088135	1.428089	0.060004	0	0	0	0	4842	0	20086	[struct stat="OK", time=5]
#	
204	mProjectPP  -X -x 1.07014 ../../data/data2/2mass-atlas-981105n-j2430266.fits p2mass-atlas-981105n-j2430266.fits ../../data/data2/region.hdr 	20036	6.940	204	exit 0	huscs015-kabe-2011-06-05-21-41-29-23166	6.952592	13.728441	6.775849	7.745121	10.998021	3.2529001236	0.884055	0.052003	0	0	0	0	4415	0	20087	[struct stat="OK", time=3]
#	
205	mProjectPP  -X -x 1.01953 ../../data/data2/2mass-atlas-981204n-j0460009.fits p2mass-atlas-981204n-j0460009.fits ../../data/data2/region.hdr 	20057	6.940	205	exit 0	huscs009-kabe-2011-06-05-21-41-34-3679	6.952592	13.734588	6.781996	8.389306	13.177672	4.78836607933	1.064066	0.024002	0	0	0	0	4830	0	20088	[struct stat="OK", time=5]
#	
206	mProjectPP  -X -x 1.07004 ../../data/data2/2mass-atlas-981105n-j2430244.fits p2mass-atlas-981105n-j2430244.fits ../../data/data2/region.hdr 	20037	6.941	206	exit 0	huscs016-kabe-2011-06-05-21-41-29-23248	6.952592	14.088954	7.136362	8.403077	14.068504	5.66542696953	1.080067	0.068005	0	0	0	0	4826	0	20089	[struct stat="OK", time=6]
#	
207	mProjectPP  -X -x 1.06945 ../../data/data2/2mass-atlas-981105n-j2440032.fits p2mass-atlas-981105n-j2440032.fits ../../data/data2/region.hdr 	20040	6.941	207	exit 0	huscs004-kabe-2011-06-05-21-41-29-14366	6.952592	13.803318	6.850726	8.318152	13.776048	5.45789599419	1.060066	0.040002	0	0	0	0	4838	0	20090	[struct stat="OK", time=6]
#	
208	mProjectPP  -X -x 1.06748 ../../data/data2/2mass-atlas-981105n-j2450256.fits p2mass-atlas-981105n-j2450256.fits ../../data/data2/region.hdr 	20050	6.941	208	exit 0	huscs002-kabe-2011-06-05-21-41-34-26463	6.952592	13.731748	6.779156	8.241134	13.058763	4.81762886047	1.112069	0.076005	0	0	0	0	4847	0	20091	[struct stat="OK", time=5]
#	
