work_idx	cmd	pid	dirs	time_req	run_idx	result	man_name	time_start	time_end	time_since_start	worker_time_start	worker_time_end	worker_time	utime	stime	maxrss	ixrss	idrss	isrss	minflt	majflt	io	io_filename
142	mProjectPP  -X -x 0.95869 ../../data/data2/2mass-atlas-971024n-j0090197.fits p2mass-atlas-971024n-j0090197.fits ../../data/data2/region.hdr	31254	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.792	0	exit 0	huscs006-kabe-2011-06-06-18-57-17-22536	0.812	8.461	7.649	1.684	8.449	6.764	1.832	0.048	0	0	0	0	4808	0	[struct stat="OK", time=7] 	-
143	mProjectPP  -X -x 1.06062 ../../data/data2/2mass-atlas-981105n-j2490266.fits p2mass-atlas-981105n-j2490266.fits ../../data/data2/region.hdr	31256	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.793	0	exit 0	huscs006-kabe-2011-06-06-18-57-17-22536	0.812	7.820	7.008	1.685	7.812	6.127	1.532	0.036	0	0	0	0	4468	0	[struct stat="OK", time=6] 	-
160	mProjectPP  -X -x 1.14225 ../../data/data2/2mass-atlas-981123n-j0740091.fits p2mass-atlas-981123n-j0740091.fits ../../data/data2/region.hdr	31290	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.037	0	exit 0	huscs003-kabe-2011-06-06-18-57-17-28715	3.045	8.093	5.047	3.054	8.085	5.031	1.752	0.184	0	0	0	0	4883	0	[struct stat="OK", time=5] 	-
162	mProjectPP  -X -x 1.14446 ../../data/data2/2mass-atlas-981123n-j0730173.fits p2mass-atlas-981123n-j0730173.fits ../../data/data2/region.hdr	31288	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.038	0	exit 0	huscs003-kabe-2011-06-06-18-57-17-28715	3.045	7.926	4.881	3.056	7.920	4.864	1.912	0.028	0	0	0	0	4884	0	[struct stat="OK", time=5] 	-
163	mProjectPP  -X -x 1.06062 ../../data/data2/2mass-atlas-981105n-j2490244.fits p2mass-atlas-981105n-j2490244.fits ../../data/data2/region.hdr	31293	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.038	0	exit 0	huscs011-kabe-2011-06-06-18-57-17-543	3.045	7.984	4.939	3.052	7.971	4.919	1.884	0.032	0	0	0	0	4912	0	[struct stat="OK", time=5] 	-
164	mProjectPP  -X -x 1.06062 ../../data/data2/2mass-atlas-981105n-j2490256.fits p2mass-atlas-981105n-j2490256.fits ../../data/data2/region.hdr	31294	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.038	0	exit 0	huscs011-kabe-2011-06-06-18-57-17-543	3.045	8.398	5.352	3.053	8.385	5.332	1.884	0.036	0	0	0	0	4898	0	[struct stat="OK", time=6] 	-
165	mProjectPP  -X -x 1.14446 ../../data/data2/2mass-atlas-981123n-j0730185.fits p2mass-atlas-981123n-j0730185.fits ../../data/data2/region.hdr	31291	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.039	0	exit 0	huscs011-kabe-2011-06-06-18-57-17-543	3.045	7.708	4.663	3.054	5.982	2.928	1.612	0.044	0	0	0	0	4874	0	[struct stat="OK", time=3] 	-
166	mProjectPP  -X -x 1.13417 ../../data/data2/2mass-atlas-991212n-j0420091.fits p2mass-atlas-991212n-j0420091.fits ../../data/data2/region.hdr	31292	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.039	0	exit 0	huscs011-kabe-2011-06-06-18-57-17-543	3.045	7.864	4.819	3.054	7.852	4.798	1.884	0.056	0	0	0	0	4889	0	[struct stat="OK", time=5] 	-
168	mProjectPP  -X -x 1.01242 ../../data/data2/2mass-atlas-981204n-j0320056.fits p2mass-atlas-981204n-j0320056.fits ../../data/data2/region.hdr	31296	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.052	0	exit 0	huscs011-kabe-2011-06-06-18-57-17-543	3.059	8.637	5.578	3.065	8.621	5.557	1.872	0.092	0	0	0	0	4892	0	[struct stat="OK", time=6] 	-
170	mProjectPP  -X -x 1.01242 ../../data/data2/2mass-atlas-981204n-j0320044.fits p2mass-atlas-981204n-j0320044.fits ../../data/data2/region.hdr	31298	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.159	0	exit 0	huscs011-kabe-2011-06-06-18-57-17-543	3.166	8.515	5.349	3.174	8.497	5.323	1.844	0.048	0	0	0	0	5015	0	[struct stat="OK", time=5] 	-
171	mProjectPP  -X -x 0.95034 ../../data/data2/2mass-atlas-971021n-j0390244.fits p2mass-atlas-971021n-j0390244.fits ../../data/data2/region.hdr	31299	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.192	0	exit 0	huscs011-kabe-2011-06-06-18-57-17-543	3.199	8.221	5.022	3.205	8.201	4.995	1.884	0.036	0	0	0	0	4843	0	[struct stat="OK", time=5] 	-
172	mProjectPP  -X -x 1.07855 ../../data/data2/2mass-atlas-001016n-j0910232.fits p2mass-atlas-001016n-j0910232.fits ../../data/data2/region.hdr	31300	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.221	0	exit 0	huscs011-kabe-2011-06-06-18-57-17-543	3.224	8.370	5.146	3.231	8.356	5.125	1.824	0.060	0	0	0	0	4854	0	[struct stat="OK", time=5] 	-
173	mProjectPP  -X -x 1.14636 ../../data/data2/2mass-atlas-981123n-j0710244.fits p2mass-atlas-981123n-j0710244.fits ../../data/data2/region.hdr	31301	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.224	0	exit 0	huscs011-kabe-2011-06-06-18-57-17-543	3.231	8.517	5.286	3.239	8.498	5.260	1.880	0.052	0	0	0	0	4862	0	[struct stat="OK", time=5] 	-
174	mProjectPP  -X -x 1.01177 ../../data/data2/2mass-atlas-981204n-j0330266.fits p2mass-atlas-981204n-j0330266.fits ../../data/data2/region.hdr	31313	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.617	0	exit 0	huscs011-kabe-2011-06-06-18-57-17-543	3.655	8.699	5.045	3.668	8.690	5.022	1.312	0.044	0	0	0	0	4464	0	[struct stat="OK", time=5] 	-
175	mProjectPP  -X -x 1.07528 ../../data/data2/2mass-atlas-001016n-j0980021.fits p2mass-atlas-001016n-j0980021.fits ../../data/data2/region.hdr	31305	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.619	0	exit 0	huscs011-kabe-2011-06-06-18-57-17-543	3.655	8.369	4.714	3.669	8.353	4.684	1.472	0.040	0	0	0	0	4842	0	[struct stat="OK", time=5] 	-
176	mProjectPP  -X -x 1.06356 ../../data/data2/2mass-atlas-981105n-j2070256.fits p2mass-atlas-981105n-j2070256.fits ../../data/data2/region.hdr	31315	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.619	0	exit 0	huscs011-kabe-2011-06-06-18-57-17-543	3.655	8.614	4.959	3.669	8.604	4.934	1.476	0.044	0	0	0	0	4903	0	[struct stat="OK", time=5] 	-
177	mProjectPP  -X -x 1.07835 ../../data/data2/2mass-atlas-001016n-j0910256.fits p2mass-atlas-001016n-j0910256.fits ../../data/data2/region.hdr	31306	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.637	0	exit 0	huscs011-kabe-2011-06-06-18-57-17-543	3.655	8.217	4.562	3.670	8.201	4.530	1.852	0.028	0	0	0	0	4849	0	[struct stat="OK", time=5] 	-
178	mProjectPP  -X -x 1.07845 ../../data/data2/2mass-atlas-001016n-j0910244.fits p2mass-atlas-001016n-j0910244.fits ../../data/data2/region.hdr	31304	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.639	0	exit 0	huscs011-kabe-2011-06-06-18-57-17-543	3.655	8.374	4.720	3.671	8.358	4.687	1.872	0.028	0	0	0	0	4844	0	[struct stat="OK", time=5] 	-
179	mProjectPP  -X -x 1.14636 ../../data/data2/2mass-atlas-981123n-j0710232.fits p2mass-atlas-981123n-j0710232.fits ../../data/data2/region.hdr	31309	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.639	0	exit 0	huscs014-kabe-2011-06-06-18-57-15-8356	3.655	8.527	4.872	3.665	8.523	4.857	1.256	0.052	0	0	0	0	4871	0	[struct stat="OK", time=5] 	-
180	mProjectPP  -X -x 1.01111 ../../data/data2/2mass-atlas-981204n-j0350266.fits p2mass-atlas-981204n-j0350266.fits ../../data/data2/region.hdr	31316	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.640	0	exit 0	huscs014-kabe-2011-06-06-18-57-15-8356	3.655	8.636	4.981	3.666	8.623	4.957	1.052	0.028	0	0	0	0	4455	0	[struct stat="OK", time=5] 	-
181	mProjectPP  -X -x 1.06365 ../../data/data2/2mass-atlas-981105n-j2070266.fits p2mass-atlas-981105n-j2070266.fits ../../data/data2/region.hdr	31312	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.640	0	exit 0	huscs007-kabe-2011-06-06-18-57-15-11886	3.655	8.855	5.201	3.664	8.851	5.187	1.540	0.052	0	0	0	0	4482	0	[struct stat="OK", time=5] 	-
182	mProjectPP  -X -x 1.14625 ../../data/data2/2mass-atlas-981123n-j0710256.fits p2mass-atlas-981123n-j0710256.fits ../../data/data2/region.hdr	31307	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.641	0	exit 0	huscs007-kabe-2011-06-06-18-57-15-11886	3.655	8.116	4.461	3.665	8.112	4.447	1.112	0.044	0	0	0	0	4863	0	[struct stat="OK", time=4] 	-
183	mProjectPP  -X -x 1.07518 ../../data/data2/2mass-atlas-001016n-j0980033.fits p2mass-atlas-001016n-j0980033.fits ../../data/data2/region.hdr	31310	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.641	0	exit 0	huscs007-kabe-2011-06-06-18-57-15-11886	3.655	8.255	4.600	3.666	8.244	4.578	1.696	0.072	0	0	0	0	4843	0	[struct stat="OK", time=5] 	-
184	mProjectPP  -X -x 1.01130 ../../data/data2/2mass-atlas-981204n-j0350244.fits p2mass-atlas-981204n-j0350244.fits ../../data/data2/region.hdr	31311	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.641	0	exit 0	huscs007-kabe-2011-06-06-18-57-15-11886	3.655	8.647	4.993	3.667	8.638	4.971	1.832	0.068	0	0	0	0	4872	0	[struct stat="OK", time=5] 	-
185	mProjectPP  -X -x 1.07518 ../../data/data2/2mass-atlas-001016n-j0980044.fits p2mass-atlas-001016n-j0980044.fits ../../data/data2/region.hdr	31303	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.642	0	exit 0	huscs007-kabe-2011-06-06-18-57-15-11886	3.655	8.361	4.706	3.668	8.358	4.690	1.832	0.044	0	0	0	0	4840	0	[struct stat="OK", time=5] 	-
186	mProjectPP  -X -x 0.95060 ../../data/data2/2mass-atlas-971021n-j0380033.fits p2mass-atlas-971021n-j0380033.fits ../../data/data2/region.hdr	31302	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.643	0	exit 0	huscs007-kabe-2011-06-06-18-57-15-11886	3.655	8.403	4.749	3.669	8.389	4.721	1.716	0.052	0	0	0	0	4828	0	[struct stat="OK", time=5] 	-
187	mProjectPP  -X -x 1.01130 ../../data/data2/2mass-atlas-981204n-j0350232.fits p2mass-atlas-981204n-j0350232.fits ../../data/data2/region.hdr	31308	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.643	0	exit 0	huscs007-kabe-2011-06-06-18-57-15-11886	3.655	8.784	5.129	3.669	8.777	5.108	1.880	0.056	0	0	0	0	4867	0	[struct stat="OK", time=5] 	-
188	mProjectPP  -X -x 1.01214 ../../data/data2/2mass-atlas-981204n-j0320009.fits p2mass-atlas-981204n-j0320009.fits ../../data/data2/region.hdr	31318	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.644	0	exit 0	huscs007-kabe-2011-06-06-18-57-15-11886	3.655	8.164	4.510	3.670	8.160	4.490	1.744	0.016	0	0	0	0	4893	0	[struct stat="OK", time=5] 	-
189	mProjectPP  -X -x 1.01149 ../../data/data2/2mass-atlas-981204n-j0340009.fits p2mass-atlas-981204n-j0340009.fits ../../data/data2/region.hdr	31314	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.644	0	exit 0	huscs007-kabe-2011-06-06-18-57-15-11886	3.655	8.663	5.008	3.671	8.657	4.987	1.768	0.040	0	0	0	0	4876	0	[struct stat="OK", time=5] 	-
190	mProjectPP  -X -x 1.06404 ../../data/data2/2mass-atlas-981105n-j2080009.fits p2mass-atlas-981105n-j2080009.fits ../../data/data2/region.hdr	31319	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.644	0	exit 0	huscs007-kabe-2011-06-06-18-57-15-11886	3.655	8.626	4.971	3.671	8.613	4.942	1.872	0.048	0	0	0	0	4882	0	[struct stat="OK", time=5] 	-
191	mProjectPP  -X -x 1.06493 ../../data/data2/2mass-atlas-981105n-j2150266.fits p2mass-atlas-981105n-j2150266.fits ../../data/data2/region.hdr	31317	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.645	0	exit 0	huscs007-kabe-2011-06-06-18-57-15-11886	3.655	8.540	4.885	3.672	8.537	4.865	1.552	0.016	0	0	0	0	4442	0	[struct stat="OK", time=5] 	-
192	mProjectPP  -X -x 1.01195 ../../data/data2/2mass-atlas-981204n-j0330232.fits p2mass-atlas-981204n-j0330232.fits ../../data/data2/region.hdr	31320	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.645	0	exit 0	huscs007-kabe-2011-06-06-18-57-15-11886	3.655	7.879	4.224	3.673	7.874	4.201	1.108	0.044	0	0	0	0	4882	0	[struct stat="OK", time=4] 	-
193	mProjectPP  -X -x 1.01167 ../../data/data2/2mass-atlas-981204n-j0340033.fits p2mass-atlas-981204n-j0340033.fits ../../data/data2/region.hdr	31321	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.676	0	exit 0	huscs007-kabe-2011-06-06-18-57-15-11886	3.698	8.736	5.038	3.704	8.726	5.022	1.860	0.036	0	0	0	0	4881	0	[struct stat="OK", time=5] 	-
194	mProjectPP  -X -x 1.01232 ../../data/data2/2mass-atlas-981204n-j0320033.fits p2mass-atlas-981204n-j0320033.fits ../../data/data2/region.hdr	31322	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.744	0	exit 0	huscs007-kabe-2011-06-06-18-57-15-11886	3.745	8.859	5.115	3.749	8.855	5.105	1.836	0.080	0	0	0	0	4899	0	[struct stat="OK", time=5] 	-
195	mProjectPP  -X -x 1.01186 ../../data/data2/2mass-atlas-981204n-j0330256.fits p2mass-atlas-981204n-j0330256.fits ../../data/data2/region.hdr	31323	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.766	0	exit 0	huscs007-kabe-2011-06-06-18-57-15-11886	3.767	8.555	4.788	3.773	8.545	4.772	1.672	0.060	0	0	0	0	4885	0	[struct stat="OK", time=5] 	-
196	mProjectPP  -X -x 1.01121 ../../data/data2/2mass-atlas-981204n-j0350256.fits p2mass-atlas-981204n-j0350256.fits ../../data/data2/region.hdr	31324	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.786	0	exit 0	huscs007-kabe-2011-06-06-18-57-15-11886	3.828	8.797	4.969	3.834	8.793	4.959	1.860	0.060	0	0	0	0	4864	0	[struct stat="OK", time=5] 	-
197	mProjectPP  -X -x 1.01158 ../../data/data2/2mass-atlas-981204n-j0340021.fits p2mass-atlas-981204n-j0340021.fits ../../data/data2/region.hdr	31325	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.829	0	exit 0	huscs003-kabe-2011-06-06-18-57-15-28680	3.832	8.768	4.936	3.837	8.765	4.928	1.844	0.064	0	0	0	0	4897	0	[struct stat="OK", time=5] 	-
198	mProjectPP  -X -x 1.01195 ../../data/data2/2mass-atlas-981204n-j0330244.fits p2mass-atlas-981204n-j0330244.fits ../../data/data2/region.hdr	31326	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.831	0	exit 0	huscs003-kabe-2011-06-06-18-57-15-28680	3.832	8.869	5.037	3.838	8.862	5.025	1.816	0.044	0	0	0	0	4894	0	[struct stat="OK", time=5] 	-
199	mProjectPP  -X -x 1.01177 ../../data/data2/2mass-atlas-981204n-j0340044.fits p2mass-atlas-981204n-j0340044.fits ../../data/data2/region.hdr	31327	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.853	0	exit 0	huscs003-kabe-2011-06-06-18-57-15-28680	3.879	8.891	5.012	3.885	8.887	5.002	1.668	0.040	0	0	0	0	4879	0	[struct stat="OK", time=5] 	-
200	mProjectPP  -X -x 1.01223 ../../data/data2/2mass-atlas-981204n-j0320021.fits p2mass-atlas-981204n-j0320021.fits ../../data/data2/region.hdr	31328	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.856	0	exit 0	huscs003-kabe-2011-06-06-18-57-15-28680	3.879	8.772	4.893	3.886	8.767	4.881	1.872	0.052	0	0	0	0	4904	0	[struct stat="OK", time=5] 	-
201	mProjectPP  -X -x 1.06699 ../../data/data2/2mass-atlas-981105n-j2460021.fits p2mass-atlas-981105n-j2460021.fits ../../data/data2/region.hdr	31329	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.857	0	exit 0	huscs003-kabe-2011-06-06-18-57-15-28680	3.879	8.867	4.988	3.887	8.861	4.974	1.860	0.032	0	0	0	0	4869	0	[struct stat="OK", time=5] 	-
202	mProjectPP  -X -x 1.07014 ../../data/data2/2mass-atlas-981105n-j2430266.fits p2mass-atlas-981105n-j2430266.fits ../../data/data2/region.hdr	31330	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.878	0	exit 0	huscs003-kabe-2011-06-06-18-57-15-28680	3.879	8.938	5.059	3.887	8.933	5.045	1.336	0.044	0	0	0	0	4418	0	[struct stat="OK", time=5] 	-
203	mProjectPP  -X -x 1.06965 ../../data/data2/2mass-atlas-981105n-j2440009.fits p2mass-atlas-981105n-j2440009.fits ../../data/data2/region.hdr	31332	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.880	0	exit 0	huscs003-kabe-2011-06-06-18-57-15-28680	3.882	8.644	4.762	3.889	8.633	4.744	1.828	0.040	0	0	0	0	4847	0	[struct stat="OK", time=5] 	-
204	mProjectPP  -X -x 1.07004 ../../data/data2/2mass-atlas-981105n-j2430244.fits p2mass-atlas-981105n-j2430244.fits ../../data/data2/region.hdr	31331	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.881	0	exit 0	huscs003-kabe-2011-06-06-18-57-15-28680	3.882	8.056	4.174	3.890	8.047	4.157	1.728	0.032	0	0	0	0	4836	0	[struct stat="OK", time=4] 	-
205	mProjectPP  -X -x 1.06945 ../../data/data2/2mass-atlas-981105n-j2440032.fits p2mass-atlas-981105n-j2440032.fits ../../data/data2/region.hdr	31333	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.914	0	exit 0	huscs003-kabe-2011-06-06-18-57-15-28680	3.926	8.469	4.543	3.931	8.458	4.527	1.768	0.044	0	0	0	0	4849	0	[struct stat="OK", time=5] 	-
206	mProjectPP  -X -x 1.07191 ../../data/data2/2mass-atlas-981105n-j2360021.fits p2mass-atlas-981105n-j2360021.fits ../../data/data2/region.hdr	31334	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.915	0	exit 0	huscs003-kabe-2011-06-06-18-57-15-28680	3.926	8.214	4.287	3.932	8.201	4.269	1.488	0.028	0	0	0	0	4833	0	[struct stat="OK", time=5] 	-
207	mProjectPP  -X -x 1.01794 ../../data/data2/2mass-atlas-981204n-j0450266.fits p2mass-atlas-981204n-j0450266.fits ../../data/data2/region.hdr	31335	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.916	0	exit 0	huscs003-kabe-2011-06-06-18-57-15-28680	3.926	8.483	4.557	3.933	8.479	4.546	1.324	0.028	0	0	0	0	4404	0	[struct stat="OK", time=5] 	-
208	mProjectPP  -X -x 1.02047 ../../data/data2/2mass-atlas-981204n-j0470266.fits p2mass-atlas-981204n-j0470266.fits ../../data/data2/region.hdr	31336	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.918	0	exit 0	huscs003-kabe-2011-06-06-18-57-15-28680	3.926	8.251	4.325	3.934	8.237	4.304	1.520	0.016	0	0	0	0	4414	0	[struct stat="OK", time=5] 	-
209	mProjectPP  -X -x 1.06748 ../../data/data2/2mass-atlas-981105n-j2450256.fits p2mass-atlas-981105n-j2450256.fits ../../data/data2/region.hdr	31338	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.918	0	exit 0	huscs003-kabe-2011-06-06-18-57-15-28680	3.926	8.559	4.633	3.935	8.549	4.615	1.784	0.036	0	0	0	0	4852	0	[struct stat="OK", time=5] 	-
210	mProjectPP  -X -x 1.07004 ../../data/data2/2mass-atlas-981105n-j2430256.fits p2mass-atlas-981105n-j2430256.fits ../../data/data2/region.hdr	31337	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.919	0	exit 0	huscs003-kabe-2011-06-06-18-57-15-28680	3.926	8.635	4.709	3.935	8.622	4.686	1.472	0.060	0	0	0	0	4831	0	[struct stat="OK", time=4] 	-
211	mProjectPP  -X -x 1.06414 ../../data/data2/2mass-atlas-981105n-j2470256.fits p2mass-atlas-981105n-j2470256.fits ../../data/data2/region.hdr	31339	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.922	0	exit 0	huscs003-kabe-2011-06-06-18-57-15-28680	3.926	8.684	4.758	3.937	8.680	4.743	1.700	0.024	0	0	0	0	4875	0	[struct stat="OK", time=4] 	-
212	mProjectPP  -X -x 1.01953 ../../data/data2/2mass-atlas-981204n-j0460009.fits p2mass-atlas-981204n-j0460009.fits ../../data/data2/region.hdr	31340	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.922	0	exit 0	huscs003-kabe-2011-06-06-18-57-15-28680	3.926	8.388	4.461	3.938	8.378	4.440	1.756	0.036	0	0	0	0	4828	0	[struct stat="OK", time=4] 	-
213	mProjectPP  -X -x 1.06748 ../../data/data2/2mass-atlas-981105n-j2450244.fits p2mass-atlas-981105n-j2450244.fits ../../data/data2/region.hdr	31341	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.928	0	exit 0	huscs017-kabe-2011-06-06-18-57-17-21024	3.933	8.970	5.037	3.941	8.959	5.018	1.340	0.048	0	0	0	0	4865	0	[struct stat="OK", time=5] 	-
214	mProjectPP  -X -x 1.07211 ../../data/data2/2mass-atlas-981105n-j2360009.fits p2mass-atlas-981105n-j2360009.fits ../../data/data2/region.hdr	31342	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.946	0	exit 0	huscs010-kabe-2011-06-06-18-57-15-7280	3.949	8.302	4.353	3.951	8.296	4.346	1.544	0.052	0	0	0	0	4841	0	[struct stat="OK", time=5] 	-
215	mProjectPP  -X -x 1.06758 ../../data/data2/2mass-atlas-981105n-j2450266.fits p2mass-atlas-981105n-j2450266.fits ../../data/data2/region.hdr	31343	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.947	0	exit 0	huscs010-kabe-2011-06-06-18-57-15-7280	3.949	7.751	3.803	3.951	7.338	3.386	0.880	0.024	0	0	0	0	4445	0	[struct stat="OK", time=4] 	-
216	mProjectPP  -X -x 1.06955 ../../data/data2/2mass-atlas-981105n-j2440021.fits p2mass-atlas-981105n-j2440021.fits ../../data/data2/region.hdr	31344	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.949	0	exit 0	huscs010-kabe-2011-06-06-18-57-15-7280	3.958	7.979	4.021	3.960	7.970	4.010	1.600	0.024	0	0	0	0	4854	0	[struct stat="OK", time=4] 	-
217	mProjectPP  -X -x 1.07053 ../../data/data2/2mass-atlas-981105n-j2330232.fits p2mass-atlas-981105n-j2330232.fits ../../data/data2/region.hdr	31345	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.963	0	exit 0	huscs010-kabe-2011-06-06-18-57-15-7280	3.970	8.207	4.237	3.973	8.198	4.225	1.816	0.032	0	0	0	0	4811	0	[struct stat="OK", time=5] 	-
218	mProjectPP  -X -x 1.06915 ../../data/data2/2mass-atlas-981105n-j2310232.fits p2mass-atlas-981105n-j2310232.fits ../../data/data2/region.hdr	31346	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.990	0	exit 0	huscs010-kabe-2011-06-06-18-57-15-7280	3.992	8.784	4.792	3.995	8.777	4.782	1.448	0.060	0	0	0	0	4778	0	[struct stat="OK", time=5] 	-
219	mProjectPP  -X -x 1.07024 ../../data/data2/2mass-atlas-981105n-j2320032.fits p2mass-atlas-981105n-j2320032.fits ../../data/data2/region.hdr	31347	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.996	0	exit 0	huscs010-kabe-2011-06-06-18-57-15-7280	3.998	8.729	4.731	4.002	8.720	4.719	1.488	0.044	0	0	0	0	4796	0	[struct stat="OK", time=5] 	-
220	mProjectPP  -X -x 1.07083 ../../data/data2/2mass-atlas-981105n-j2350232.fits p2mass-atlas-981105n-j2350232.fits ../../data/data2/region.hdr	31348	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.001	0	exit 0	huscs010-kabe-2011-06-06-18-57-15-7280	4.002	8.395	4.393	4.004	8.382	4.378	1.856	0.024	0	0	0	0	4824	0	[struct stat="OK", time=5] 	-
221	mProjectPP  -X -x 1.06896 ../../data/data2/2mass-atlas-981105n-j2300032.fits p2mass-atlas-981105n-j2300032.fits ../../data/data2/region.hdr	31349	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.007	0	exit 0	huscs010-kabe-2011-06-06-18-57-15-7280	4.010	8.069	4.059	4.013	8.063	4.051	1.616	0.016	0	0	0	0	4789	0	[struct stat="OK", time=4] 	-
222	mProjectPP  -X -x 1.06925 ../../data/data2/2mass-atlas-981105n-j2310244.fits p2mass-atlas-981105n-j2310244.fits ../../data/data2/region.hdr	31350	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.011	0	exit 0	huscs010-kabe-2011-06-06-18-57-15-7280	4.021	8.963	4.942	4.024	8.955	4.931	1.836	0.044	0	0	0	0	4775	0	[struct stat="OK", time=5] 	-
223	mProjectPP  -X -x 1.05877 ../../data/data2/2mass-atlas-001016n-j1030244.fits p2mass-atlas-001016n-j1030244.fits ../../data/data2/region.hdr	31351	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.022	0	exit 0	huscs010-kabe-2011-06-06-18-57-15-7280	4.030	8.926	4.895	4.034	8.921	4.888	1.744	0.056	0	0	0	0	4789	0	[struct stat="OK", time=5] 	-
224	mProjectPP  -X -x 1.01466 ../../data/data2/2mass-atlas-981204n-j0430256.fits p2mass-atlas-981204n-j0430256.fits ../../data/data2/region.hdr	31352	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.035	0	exit 0	huscs010-kabe-2011-06-06-18-57-15-7280	4.036	8.196	4.161	4.292	8.191	3.899	1.496	0.024	0	0	0	0	4798	0	[struct stat="OK", time=4] 	-
225	mProjectPP  -X -x 1.04761 ../../data/data2/2mass-atlas-001025n-j0740033.fits p2mass-atlas-001025n-j0740033.fits ../../data/data2/region.hdr	31353	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	4.060	0	exit 0	huscs010-kabe-2011-06-06-18-57-15-7280	4.061	8.855	4.793	4.295	8.848	4.554	1.520	0.032	0	0	0	0	4802	0	[struct stat="OK", time=4] 	-
